score,fail_count,loop_controls,near_miss_controls,seed,episode,image_index,distance_bucket,initial_patch,goal_patch,run_progress,prop_path_len,prop_regress,prop_revisit,prop_total_reward,control_mean_final_dist,control_max_revisit,control_max_regress,external_only_success,intrinsic_only_success,mixed_no_gate_no_pbrs_success,mixed_gate_only_success,mixed_pbrs_only_success,proposed_linear_gate_pbrs_success,external_only_final,intrinsic_only_final,mixed_no_gate_no_pbrs_final,mixed_gate_only_final,mixed_pbrs_only_final,proposed_linear_gate_pbrs_final,external_only_revisit,intrinsic_only_revisit,mixed_no_gate_no_pbrs_revisit,mixed_gate_only_revisit,mixed_pbrs_only_revisit,proposed_linear_gate_pbrs_revisit,external_only_regress,intrinsic_only_regress,mixed_no_gate_no_pbrs_regress,mixed_gate_only_regress,mixed_pbrs_only_regress,proposed_linear_gate_pbrs_regress,external_only_dist_sequence,intrinsic_only_dist_sequence,mixed_no_gate_no_pbrs_dist_sequence,mixed_gate_only_dist_sequence,mixed_pbrs_only_dist_sequence,proposed_linear_gate_pbrs_dist_sequence,external_only_patch_sequence,intrinsic_only_patch_sequence,mixed_no_gate_no_pbrs_patch_sequence,mixed_gate_only_patch_sequence,mixed_pbrs_only_patch_sequence,proposed_linear_gate_pbrs_patch_sequence
52.4,2,1,0,123,320,7,C8,0,24,0.707375,8,0,1,1.4838039494752877,2.0,6.0,4.0,1,0,1,0,1,1,0,8,0,2,0,0,1,6,1,0,1,1,0,4,0,1,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 8, 7, 8, 7, 8]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 6, 7, 8, 9, 14, 19, 24]","[24, 0, 5, 10, 5, 0, 5, 0, 5, 0]","[24, 0, 1, 6, 11, 16, 17, 18, 23, 24]","[24, 0, 1, 2, 3, 8, 13, 18, 23, 22]","[24, 0, 5, 10, 15, 16, 17, 22, 23, 24]","[24, 0, 5, 10, 15, 20, 21, 22, 23, 24]"
52.4,2,2,0,123,425,6,C7,1,24,0.9368958333333334,7,0,1,1.595237570047378,2.0,7.0,4.0,1,0,1,0,1,1,0,6,0,4,0,0,1,7,1,0,1,1,0,4,0,3,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 6, 7, 12, 13, 14, 19, 24]","[24, 1, 6, 11, 6, 1, 6, 1, 6, 1, 6]","[24, 1, 2, 3, 4, 9, 14, 19, 24]","[24, 1, 2, 3, 8, 13, 18, 23, 22, 21, 16]","[24, 1, 6, 11, 16, 17, 18, 19, 24]","[24, 1, 2, 3, 4, 9, 14, 19, 24]"
52.4,3,1,0,42,330,0,C6,15,9,0.72956875,6,0,1,2.1672865213950465,2.0,3.0,3.0,1,0,0,0,1,1,0,6,2,2,0,0,1,3,0,0,1,1,0,3,1,1,0,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 7, 6, 5, 6, 5, 6]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[9, 15, 16, 17, 18, 19, 14, 9]","[9, 15, 20, 21, 16, 21, 16, 21]","[9, 15, 10, 5, 6, 7, 8, 13]","[9, 15, 16, 17, 18, 13, 8, 3]","[9, 15, 16, 17, 18, 19, 14, 9]","[9, 15, 16, 17, 18, 19, 14, 9]"
52.4,2,1,0,42,310,12,C8,0,24,0.6858791666666667,8,0,1,3.049260667495429,2.0,6.0,4.0,1,0,1,1,0,1,0,8,0,0,2,0,1,6,1,1,2,1,0,4,0,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 8, 7, 6, 7, 8]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 6, 5, 4, 3, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 10, 15, 20, 21, 22, 23, 24]","[24, 0, 5, 10, 5, 0, 5, 10, 5, 0]","[24, 0, 5, 6, 7, 12, 13, 18, 23, 24]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 5, 0, 5, 10, 15, 16, 17, 18]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]"
52.4,2,1,0,123,135,16,C8,4,20,0.3025833333333333,8,0,1,4.490960080333053,2.0,6.0,4.0,0,0,1,1,1,1,3,7,0,0,0,0,2,6,1,1,1,1,2,4,0,0,0,0,"[8, 7, 6, 7, 6, 5, 4, 3, 2, 3]","[8, 7, 6, 7, 8, 7, 6, 5, 6, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[20, 4, 9, 8, 9, 14, 19, 18, 23, 22, 23]","[20, 4, 9, 14, 9, 4, 9, 14, 19, 14, 9]","[20, 4, 9, 8, 13, 12, 11, 10, 15, 20]","[20, 4, 9, 8, 13, 18, 17, 16, 15, 20]","[20, 4, 9, 8, 7, 6, 11, 16, 21, 20]","[20, 4, 9, 8, 13, 12, 11, 16, 21, 20]"
52.4,2,1,0,123,325,6,C8,0,24,0.7181791666666667,8,0,1,3.0854987343475213,2.0,6.0,4.0,1,0,1,0,1,1,0,8,0,2,0,0,1,6,1,0,1,1,0,4,0,1,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 8, 7, 8, 7, 8]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 6, 7, 8, 13, 14, 19, 24]","[24, 0, 5, 10, 5, 0, 5, 0, 5, 0]","[24, 0, 1, 2, 3, 8, 13, 14, 19, 24]","[24, 0, 1, 2, 3, 8, 13, 18, 23, 22]","[24, 0, 5, 10, 15, 16, 21, 22, 23, 24]","[24, 0, 5, 10, 11, 16, 17, 18, 19, 24]"
52.4,2,1,0,123,345,2,C8,0,24,0.76206875,8,0,1,1.098724650748073,2.0,6.0,4.0,1,0,1,0,1,1,0,8,0,2,0,0,1,6,1,0,1,1,0,4,0,1,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 6, 7, 6, 7, 8]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 6, 11, 12, 13, 18, 19, 24]","[24, 0, 5, 0, 5, 10, 5, 10, 5, 0]","[24, 0, 5, 6, 7, 8, 13, 18, 23, 24]","[24, 0, 1, 2, 3, 8, 13, 18, 23, 22]","[24, 0, 1, 6, 11, 12, 17, 18, 19, 24]","[24, 0, 5, 10, 15, 20, 21, 22, 23, 24]"
51.879999999999995,2,2,0,42,330,8,C6,16,4,0.72965,6,0,1,3.257195123235384,2.4,8.0,5.0,1,0,0,1,1,1,0,7,5,0,0,0,1,8,6,1,1,1,0,5,4,1,1,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 7, 6, 7, 6, 7, 6, 7, 6, 7]","[6, 5, 4, 3, 4, 3, 4, 5, 4, 5]","[6, 7, 6, 5, 4, 3, 2, 1, 0]","[6, 7, 6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[4, 16, 17, 18, 19, 14, 9, 4]","[4, 16, 21, 16, 21, 16, 21, 16, 21, 16, 21]","[4, 16, 17, 18, 13, 18, 13, 18, 17, 18, 17]","[4, 16, 21, 22, 23, 18, 13, 8, 3, 4]","[4, 16, 21, 22, 23, 18, 13, 8, 3, 4]","[4, 16, 17, 18, 19, 14, 9, 4]"
51.879999999999995,2,2,0,321,310,1,C7,15,4,0.6879520833333334,7,0,1,3.584751144587993,2.4,6.0,4.0,0,0,1,1,1,1,5,7,0,0,0,0,0,6,1,1,1,1,3,4,0,0,0,0,"[7, 6, 5, 4, 3, 2, 3, 4, 5]","[7, 6, 7, 6, 5, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[4, 15, 16, 11, 6, 7, 8, 13, 18, 23]","[4, 15, 16, 15, 16, 17, 16, 15, 16, 15]","[4, 15, 10, 5, 6, 7, 8, 9, 4]","[4, 15, 10, 5, 6, 7, 8, 9, 4]","[4, 15, 16, 17, 18, 13, 14, 9, 4]","[4, 15, 10, 5, 6, 7, 8, 9, 4]"
51.4,2,2,0,321,290,0,C7,4,15,0.6445583333333333,7,0,1,4.138798636734485,2.0,6.0,4.0,1,0,1,1,0,1,0,6,0,0,4,0,1,6,1,2,0,1,1,4,0,1,3,0,"[7, 6, 5, 4, 3, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 5, 6]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[15, 4, 9, 8, 13, 18, 23, 22, 21, 20, 15]","[15, 4, 3, 4, 3, 4, 3, 4, 3, 8, 9]","[15, 4, 3, 8, 13, 18, 17, 16, 15]","[15, 4, 3, 4, 9, 8, 7, 6, 11, 10, 15]","[15, 4, 3, 2, 7, 12, 11, 16, 21, 22, 23]","[15, 4, 3, 8, 13, 12, 11, 10, 15]"
50.92,2,1,0,321,240,11,C8,0,24,0.5346458333333334,8,0,1,3.9640197688415633,1.6,6.0,3.0,1,0,1,0,1,1,0,6,0,2,0,0,1,6,1,1,1,1,0,3,0,1,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 5, 4, 3, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 1, 2, 3, 4, 9, 14, 19, 24]","[24, 0, 5, 6, 5, 6, 5, 6, 5, 6]","[24, 0, 1, 2, 7, 12, 17, 22, 23, 24]","[24, 0, 1, 2, 3, 8, 3, 4, 9, 14]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 1, 6, 11, 16, 17, 18, 23, 24]"
50.92,2,1,0,321,215,21,C7,4,21,0.4796604166666666,7,0,1,2.765599018871783,1.6,8.0,4.0,0,0,1,1,1,1,2,6,0,0,0,0,1,8,1,1,1,1,2,4,1,1,0,0,"[7, 6, 5, 4, 3, 2, 1, 2, 3, 2]","[7, 6, 7, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[21, 4, 3, 8, 13, 18, 17, 16, 15, 10, 15]","[21, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3]","[21, 4, 9, 8, 7, 12, 11, 16, 15, 20, 21]","[21, 4, 9, 8, 7, 6, 5, 10, 15, 20, 21]","[21, 4, 9, 8, 7, 6, 11, 16, 21]","[21, 4, 9, 8, 7, 6, 11, 16, 21]"
50.92,2,1,0,42,190,9,C8,0,24,0.42291875,8,0,1,1.9110532218292349,1.6,6.0,3.0,1,0,1,1,0,1,0,6,0,0,2,0,1,6,1,1,0,1,0,3,0,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 1, 6, 1, 6, 1, 6, 1, 6]","[24, 0, 1, 2, 3, 8, 13, 18, 19, 24]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 5, 6, 11, 16, 17, 18, 19, 14]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]"
50.92,2,1,1,123,245,3,C7,19,0,0.54333125,7,0,1,3.0929197421073904,1.6,7.0,4.0,1,0,1,0,1,1,0,7,0,1,0,0,1,7,1,0,1,1,0,4,0,1,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 8, 7, 8, 7, 8, 7, 8, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[0, 19, 14, 9, 4, 3, 2, 1, 0]","[0, 19, 24, 19, 24, 19, 24, 19, 24, 19]","[0, 19, 14, 13, 12, 11, 10, 5, 0]","[0, 19, 14, 13, 12, 11, 10, 5, 6, 1]","[0, 19, 14, 9, 8, 7, 6, 5, 0]","[0, 19, 14, 13, 8, 7, 2, 1, 0]"
50.92,2,1,0,42,380,5,C7,1,24,0.83894375,7,0,1,2.488765286445617,1.6,8.0,4.0,1,0,0,1,1,1,0,6,2,0,0,0,1,8,3,1,1,1,0,4,2,0,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]","[24, 1, 2, 3, 8, 13, 18, 23, 18, 23, 18]","[24, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 1, 6, 11, 16, 17, 18, 19, 24]","[24, 1, 6, 11, 16, 21, 22, 23, 24]"
50.92,2,1,1,123,335,2,C7,24,1,0.7401770833333333,7,0,1,4.144259438455104,1.6,7.0,4.0,1,0,1,0,1,1,0,7,0,1,0,0,1,7,1,0,1,1,0,4,0,1,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 3, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[1, 24, 19, 14, 9, 4, 3, 2, 1]","[1, 24, 19, 24, 19, 24, 19, 24, 19, 24]","[1, 24, 19, 14, 13, 12, 11, 6, 1]","[1, 24, 19, 14, 13, 12, 11, 10, 5, 0]","[1, 24, 19, 14, 9, 4, 3, 2, 1]","[1, 24, 23, 18, 13, 12, 7, 2, 1]"
50.92,2,1,0,321,330,3,C8,20,4,0.7317833333333333,8,0,1,2.489488150149583,1.6,6.0,3.0,1,0,1,1,0,1,0,6,0,0,2,0,1,6,1,1,0,1,0,3,0,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 4, 3, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 10, 5, 6, 1, 2, 3, 4]","[4, 20, 15, 16, 15, 16, 15, 16, 15, 16]","[4, 20, 15, 16, 11, 6, 7, 8, 9, 4]","[4, 20, 15, 16, 11, 6, 1, 2, 3, 4]","[4, 20, 15, 16, 17, 12, 7, 6, 1, 2]","[4, 20, 15, 10, 5, 6, 1, 2, 3, 4]"
50.92,2,1,1,42,130,23,C7,1,24,0.2905875,7,0,1,2.5926165615916243,1.6,7.0,4.0,1,0,1,0,1,1,0,7,0,1,0,0,1,7,1,0,1,1,0,4,0,1,0,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 3, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 2, 7, 12, 17, 22, 23, 24]","[24, 1, 6, 1, 6, 1, 6, 1, 6, 1]","[24, 1, 6, 7, 12, 17, 22, 23, 24]","[24, 1, 6, 11, 16, 21, 22, 17, 18, 19]","[24, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 1, 6, 11, 16, 21, 22, 23, 24]"
50.92,2,1,0,321,410,12,C8,20,4,0.9069166666666668,8,0,1,4.819249289639293,1.6,6.0,3.0,1,0,1,1,0,1,0,6,0,0,2,0,1,6,1,1,0,1,0,3,0,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 6, 7, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 10, 5, 0, 1, 2, 3, 4]","[4, 20, 15, 16, 15, 16, 15, 16, 15, 16]","[4, 20, 15, 10, 5, 0, 1, 2, 3, 4]","[4, 20, 15, 10, 5, 0, 1, 2, 3, 4]","[4, 20, 21, 22, 23, 18, 13, 8, 3, 2]","[4, 20, 21, 16, 11, 6, 7, 8, 3, 4]"
50.92,2,1,0,321,375,10,C8,24,0,0.8306645833333334,8,0,1,4.065031499758362,1.6,6.0,3.0,0,0,1,1,1,1,2,6,0,0,0,0,0,6,1,1,1,1,1,3,0,0,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 2]","[8, 7, 6, 7, 6, 7, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[0, 24, 19, 18, 17, 16, 11, 6, 1, 2]","[0, 24, 19, 18, 19, 18, 19, 18, 19, 18]","[0, 24, 19, 18, 17, 12, 7, 2, 1, 0]","[0, 24, 19, 18, 17, 12, 7, 6, 5, 0]","[0, 24, 23, 18, 13, 8, 7, 6, 1, 0]","[0, 24, 19, 14, 13, 12, 11, 6, 5, 0]"
50.92,2,1,1,42,250,15,C7,1,24,0.5544,7,0,1,2.6594542836546893,1.6,7.0,4.0,1,0,1,1,0,1,0,7,0,0,1,0,1,7,1,1,1,1,0,4,0,0,1,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 1, 6, 1, 6, 1, 6, 1, 6, 1]","[24, 1, 6, 7, 12, 17, 22, 23, 24]","[24, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 1, 6, 11, 16, 17, 18, 19, 14, 19]","[24, 1, 6, 11, 16, 21, 22, 23, 24]"
50.44,2,1,1,123,235,5,C8,4,20,0.52105625,8,0,1,3.444426250986755,1.2,5.0,3.0,1,0,0,1,1,1,0,5,1,0,0,0,1,5,1,1,1,1,0,3,1,0,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 5, 4, 5, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[20, 4, 9, 14, 19, 24, 23, 22, 21, 20]","[20, 4, 9, 14, 19, 24, 19, 24, 19, 24, 19]","[20, 4, 3, 8, 7, 12, 17, 16, 21, 22, 21]","[20, 4, 3, 8, 13, 18, 17, 16, 21, 20]","[20, 4, 3, 8, 7, 6, 11, 16, 21, 20]","[20, 4, 3, 8, 7, 6, 11, 16, 21, 20]"
50.4,2,2,0,42,355,8,C6,23,5,0.7840354166666667,6,0,1,4.04981093476216,2.0,8.0,4.0,0,0,1,1,1,1,5,5,0,0,0,0,2,8,1,1,1,1,4,4,0,1,0,0,"[6, 5, 4, 3, 4, 5, 4, 5, 6, 5]","[6, 5, 6, 5, 6, 5, 6, 5, 6, 5]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[5, 23, 22, 17, 16, 21, 22, 17, 18, 19, 14]","[5, 23, 18, 23, 18, 23, 18, 23, 18, 23, 18]","[5, 23, 18, 17, 16, 15, 10, 5]","[5, 23, 18, 13, 8, 7, 6, 1, 0, 5]","[5, 23, 18, 13, 8, 7, 6, 5]","[5, 23, 18, 13, 8, 7, 6, 5]"
50.4,2,1,0,321,365,7,C7,15,4,0.8087041666666667,7,0,1,3.582607330918312,2.0,7.0,4.0,0,0,1,1,1,1,3,7,0,0,0,0,0,7,1,1,1,1,2,4,0,0,0,0,"[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 7, 6, 7, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[4, 15, 16, 17, 12, 7, 8, 9, 14, 19]","[4, 15, 16, 15, 16, 15, 16, 15, 16, 15]","[4, 15, 10, 11, 12, 13, 14, 9, 4]","[4, 15, 16, 17, 12, 7, 8, 9, 4]","[4, 15, 16, 17, 18, 19, 14, 9, 4]","[4, 15, 16, 17, 12, 7, 8, 9, 4]"
50.4,2,1,0,321,260,8,C7,1,24,0.5787458333333333,7,0,1,2.4797985842227925,2.0,7.0,4.0,1,0,1,1,0,1,0,7,0,0,3,0,1,7,1,1,2,1,0,4,0,0,2,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 8, 7, 8, 7, 8, 7, 8, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 5, 6, 5, 4, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 2, 3, 4, 9, 14, 19, 24]","[24, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[24, 1, 2, 3, 8, 13, 18, 19, 24]","[24, 1, 2, 3, 4, 9, 14, 19, 24]","[24, 1, 2, 7, 8, 3, 2, 7, 12, 17]","[24, 1, 2, 3, 8, 9, 14, 19, 24]"
50.4,2,1,0,123,305,17,C7,21,4,0.6747916666666667,7,0,1,2.4446534922122947,2.0,7.0,4.0,1,0,1,1,0,1,0,7,0,0,3,0,1,7,1,1,1,1,0,4,0,0,2,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 5, 4, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[4, 21, 16, 17, 12, 13, 8, 9, 4]","[4, 21, 16, 21, 16, 21, 16, 21, 16, 21]","[4, 21, 16, 11, 6, 7, 8, 9, 4]","[4, 21, 16, 11, 6, 7, 2, 3, 4]","[4, 21, 22, 17, 12, 7, 6, 11, 12, 13]","[4, 21, 22, 17, 12, 7, 2, 3, 4]"
50.4,2,1,0,123,405,6,C8,24,0,0.8933291666666666,8,0,1,0.8927712602242819,2.0,5.0,3.0,0,0,1,1,1,1,4,6,0,0,0,0,2,5,1,1,1,1,2,3,0,0,0,0,"[8, 7, 8, 7, 6, 5, 4, 3, 4]","[8, 7, 6, 7, 6, 5, 6, 7, 6]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[0, 24, 19, 24, 23, 22, 21, 16, 15, 16]","[0, 24, 23, 18, 23, 18, 13, 18, 23, 18]","[0, 24, 19, 18, 17, 16, 11, 6, 1, 0]","[0, 24, 19, 18, 17, 16, 15, 10, 5, 0]","[0, 24, 23, 18, 13, 8, 7, 6, 5, 0]","[0, 24, 23, 18, 13, 12, 7, 2, 1, 0]"
50.4,2,1,0,42,405,12,C7,9,20,0.8934916666666667,7,0,1,3.2758762201070777,2.0,7.0,4.0,0,0,1,1,1,1,3,7,0,0,0,0,0,7,1,1,1,1,2,4,0,0,0,0,"[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 8, 7, 8, 7, 8, 7, 8, 7]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[20, 9, 8, 7, 6, 11, 16, 21, 22, 23]","[20, 9, 4, 9, 4, 9, 4, 9, 4, 9]","[20, 9, 14, 13, 18, 17, 16, 21, 20]","[20, 9, 8, 7, 6, 11, 16, 21, 20]","[20, 9, 8, 7, 6, 5, 10, 15, 20]","[20, 9, 8, 7, 6, 5, 10, 15, 20]"
49.92,3,0,0,321,80,2,C7,24,1,0.1803854166666666,7,0,1,4.2875606676340094,1.6,1.0,2.0,0,0,0,1,1,1,2,4,2,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,"[7, 6, 5, 4, 5, 4, 3, 2]","[7, 6, 5, 4, 3, 4, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[1, 24, 23, 22, 21, 20, 15, 16, 11]","[1, 24, 23, 18, 17, 16, 15, 20, 21]","[1, 24, 23, 18, 17, 16, 11, 6, 5]","[1, 24, 19, 14, 9, 8, 7, 6, 1]","[1, 24, 19, 14, 9, 4, 3, 2, 1]","[1, 24, 19, 14, 9, 8, 7, 6, 1]"
