score,fail_count,loop_controls,near_miss_controls,seed,episode,image_index,distance_bucket,initial_patch,goal_patch,run_progress,prop_path_len,prop_regress,prop_revisit,prop_total_reward,control_mean_final_dist,control_max_revisit,control_max_regress,external_only_success,intrinsic_only_success,mixed_no_gate_no_pbrs_success,mixed_gate_only_success,mixed_pbrs_only_success,proposed_linear_gate_pbrs_success,external_only_final,intrinsic_only_final,mixed_no_gate_no_pbrs_final,mixed_gate_only_final,mixed_pbrs_only_final,proposed_linear_gate_pbrs_final,external_only_revisit,intrinsic_only_revisit,mixed_no_gate_no_pbrs_revisit,mixed_gate_only_revisit,mixed_pbrs_only_revisit,proposed_linear_gate_pbrs_revisit,external_only_regress,intrinsic_only_regress,mixed_no_gate_no_pbrs_regress,mixed_gate_only_regress,mixed_pbrs_only_regress,proposed_linear_gate_pbrs_regress,external_only_dist_sequence,intrinsic_only_dist_sequence,mixed_no_gate_no_pbrs_dist_sequence,mixed_gate_only_dist_sequence,mixed_pbrs_only_dist_sequence,proposed_linear_gate_pbrs_dist_sequence,external_only_patch_sequence,intrinsic_only_patch_sequence,mixed_no_gate_no_pbrs_patch_sequence,mixed_gate_only_patch_sequence,mixed_pbrs_only_patch_sequence,proposed_linear_gate_pbrs_patch_sequence
67.84,4,1,0,42,270,3,C6,15,3,0.5981770833333333,6,0,1,3.1502190663913883,3.2,6.0,4.0,0,0,0,0,1,1,3,7,3,3,0,0,0,6,0,0,1,1,2,4,2,2,0,0,"[6, 5, 4, 5, 4, 5, 4, 3]","[6, 7, 6, 7, 6, 7, 6, 7]","[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 6, 5, 4, 5, 4, 3]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[3, 15, 16, 17, 22, 23, 24, 19, 14]","[3, 15, 20, 15, 20, 15, 20, 15, 20]","[3, 15, 10, 5, 6, 7, 8, 9, 14]","[3, 15, 16, 21, 22, 23, 24, 19, 14]","[3, 15, 16, 17, 18, 13, 8, 3]","[3, 15, 16, 17, 18, 13, 8, 3]"
67.64,3,2,1,321,285,12,C8,0,24,0.63336875,8,0,1,2.521401425234972,2.2,8.0,4.0,0,0,0,1,1,1,3,7,1,0,0,0,4,8,1,1,1,1,2,4,1,0,0,0,"[8, 7, 6, 5, 4, 3, 4, 3, 4, 3]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 10, 15, 20, 21, 20, 21, 20, 21]","[24, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[24, 0, 5, 10, 11, 16, 17, 18, 17, 22, 23]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]","[24, 0, 5, 10, 15, 20, 21, 22, 23, 24]"
67.4,4,1,2,123,350,3,C6,20,2,0.7728958333333333,6,0,1,3.220720556825399,2.0,6.0,3.0,1,0,0,0,0,1,0,5,3,1,1,0,1,6,0,1,0,1,0,3,2,1,1,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 5, 6, 5, 6, 5, 6, 5]","[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 3, 4, 3, 2, 1]","[6, 5, 4, 5, 4, 3, 2, 1]","[6, 5, 4, 3, 2, 1, 0]","[2, 20, 15, 16, 17, 12, 7, 2]","[2, 20, 15, 20, 15, 20, 15, 20, 15]","[2, 20, 21, 16, 11, 6, 7, 8, 9]","[2, 20, 15, 10, 11, 10, 5, 6, 7]","[2, 20, 21, 22, 23, 18, 13, 8, 3]","[2, 20, 21, 22, 17, 12, 7, 2]"
67.4,4,3,1,42,55,12,C6,20,14,0.124125,6,0,1,3.410394648412862,2.0,3.0,3.0,1,0,0,0,0,1,0,3,3,1,3,0,2,3,1,3,1,1,1,3,3,2,3,0,"[6, 5, 4, 3, 2, 1, 2, 1, 0]","[6, 5, 4, 3, 4, 3, 4, 3, 4, 3]","[6, 5, 4, 3, 2, 1, 2, 3, 2, 3]","[6, 5, 4, 3, 2, 1, 2, 1, 2, 1]","[6, 5, 4, 3, 2, 1, 2, 3, 4, 3]","[6, 5, 4, 3, 2, 1, 0]","[14, 20, 21, 22, 23, 18, 13, 18, 19, 14]","[14, 20, 21, 22, 17, 16, 11, 16, 11, 6, 11]","[14, 20, 21, 22, 23, 18, 13, 8, 7, 12, 7]","[14, 20, 21, 22, 23, 18, 13, 12, 13, 18, 13]","[14, 20, 15, 16, 17, 18, 13, 12, 7, 2, 7]","[14, 20, 21, 22, 23, 24, 19, 14]"
67.36,4,2,0,123,300,10,C7,0,23,0.6638020833333333,9,1,1,3.20922344726324,2.8,7.0,4.0,1,0,0,0,0,1,0,6,2,2,4,0,1,7,3,0,0,1,1,4,2,2,3,1,"[7, 6, 5, 4, 3, 2, 3, 2, 1, 0]","[7, 6, 5, 6, 5, 6, 7, 6, 7, 6]","[7, 6, 5, 4, 3, 2, 1, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 4]","[7, 6, 5, 4, 3, 4, 3, 2, 1, 0]","[23, 0, 5, 6, 7, 8, 13, 14, 19, 24, 23]","[23, 0, 5, 10, 5, 10, 5, 0, 5, 0, 5]","[23, 0, 1, 2, 7, 12, 17, 22, 17, 22, 17]","[23, 0, 1, 2, 3, 8, 13, 18, 17, 22, 21]","[23, 0, 1, 6, 11, 16, 17, 18, 13, 14, 9]","[23, 0, 1, 6, 7, 8, 9, 14, 19, 24, 23]"
67.36,4,1,0,123,235,2,C7,0,19,0.5210354166666666,7,0,1,2.1703984057307237,2.8,4.0,3.0,0,0,0,1,0,1,3,5,3,0,3,0,0,4,0,1,1,1,2,3,2,0,2,0,"[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 4, 5, 4, 5, 4, 5]","[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 3, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[19, 0, 5, 6, 11, 12, 13, 18, 23, 22]","[19, 0, 5, 10, 15, 20, 15, 20, 15, 20]","[19, 0, 1, 6, 7, 8, 13, 18, 17, 16]","[19, 0, 5, 6, 7, 8, 9, 14, 19]","[19, 0, 5, 10, 11, 16, 17, 22, 23, 22]","[19, 0, 5, 10, 15, 16, 17, 18, 19]"
67.36,3,3,0,321,155,10,C7,23,0,0.3479125,7,0,1,4.701016985416412,2.8,8.0,5.0,1,0,1,0,0,1,0,8,0,2,4,0,1,8,1,4,6,1,0,5,0,2,3,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 8, 7, 8, 7, 8, 7, 8, 7, 8]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 3, 2, 3, 2]","[7, 6, 5, 4, 5, 4, 5, 4, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[0, 23, 22, 17, 16, 15, 10, 5, 0]","[0, 23, 24, 23, 24, 23, 24, 23, 24, 23, 24]","[0, 23, 22, 21, 20, 15, 10, 5, 0]","[0, 23, 22, 21, 20, 15, 20, 15, 10, 15, 10]","[0, 23, 22, 21, 20, 21, 20, 21, 20, 21, 20]","[0, 23, 18, 13, 12, 11, 6, 5, 0]"
67.32,3,3,0,321,110,5,C7,1,24,0.2474916666666666,7,0,1,1.9688469027876847,3.6,7.0,5.0,0,0,1,1,0,1,6,8,0,0,4,0,1,7,1,1,3,1,4,5,1,0,3,0,"[7, 6, 5, 4, 3, 2, 3, 4, 5, 6]","[7, 8, 7, 6, 7, 8, 7, 6, 7, 8]","[7, 6, 5, 4, 3, 2, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 5, 4, 5, 4, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[24, 1, 2, 3, 4, 9, 14, 13, 12, 7, 2]","[24, 1, 0, 1, 2, 1, 0, 1, 2, 1, 0]","[24, 1, 2, 3, 4, 9, 14, 13, 18, 23, 24]","[24, 1, 2, 3, 4, 9, 14, 19, 24]","[24, 1, 2, 3, 4, 3, 4, 3, 8, 7, 12]","[24, 1, 2, 3, 4, 9, 14, 19, 24]"
67.12,3,2,0,321,175,8,C8,20,4,0.3920958333333333,8,0,1,4.7811479087620965,2.6,8.0,4.0,0,0,1,0,1,1,3,7,0,3,0,0,4,8,1,0,1,1,2,4,0,2,0,0,"[8, 7, 6, 5, 4, 3, 4, 3, 4, 3]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 21, 22, 23, 24, 19, 24, 19, 24, 19]","[4, 20, 21, 20, 21, 20, 21, 20, 21, 20, 21]","[4, 20, 15, 16, 11, 6, 1, 2, 3, 4]","[4, 20, 15, 16, 11, 6, 7, 8, 9, 14, 19]","[4, 20, 21, 22, 23, 24, 19, 14, 9, 4]","[4, 20, 21, 22, 23, 18, 13, 8, 3, 4]"
65.88,4,2,0,42,240,10,C6,24,6,0.5322666666666667,6,0,1,3.590193604379892,2.4,4.0,3.0,0,0,0,1,0,1,2,4,4,0,2,0,0,4,1,1,0,1,2,3,3,0,2,0,"[6, 5, 4, 3, 2, 3, 2, 1, 2]","[6, 5, 4, 3, 4, 3, 4, 3, 4]","[6, 5, 4, 3, 2, 1, 2, 3, 4]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 0]","[6, 24, 19, 14, 9, 8, 3, 2, 1, 0]","[6, 24, 19, 14, 9, 4, 9, 4, 9, 4]","[6, 24, 19, 14, 13, 12, 7, 8, 9, 14]","[6, 24, 19, 14, 9, 8, 7, 6]","[6, 24, 19, 14, 9, 8, 7, 2, 1, 0]","[6, 24, 19, 14, 9, 8, 7, 6]"
65.88,4,1,1,321,105,6,C7,3,20,0.2366104166666666,7,0,1,3.723760736525058,2.4,2.0,3.0,0,0,0,1,0,1,5,3,1,0,3,0,2,2,0,1,0,1,3,2,1,0,2,0,"[7, 6, 5, 4, 5, 4, 3, 4, 5]","[7, 6, 5, 4, 5, 4, 3, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 2, 1]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 3]","[7, 6, 5, 4, 3, 2, 1, 0]","[20, 3, 2, 7, 6, 1, 0, 5, 6, 1]","[20, 3, 8, 7, 12, 13, 12, 11, 10, 11]","[20, 3, 2, 7, 12, 17, 22, 21, 16, 15]","[20, 3, 8, 7, 6, 5, 10, 15, 20]","[20, 3, 2, 7, 12, 11, 16, 21, 22, 23]","[20, 3, 8, 13, 12, 11, 16, 15, 20]"
65.64,3,1,1,42,340,12,C8,0,24,0.7514770833333333,8,0,1,3.049260667495429,2.2,8.0,4.0,1,0,0,1,0,1,0,7,1,0,3,0,1,8,2,1,0,1,0,4,1,0,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 10, 15, 16, 21, 22, 23, 24]","[24, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5]","[24, 0, 5, 10, 15, 16, 17, 18, 17, 18, 23]","[24, 0, 5, 10, 15, 16, 21, 22, 23, 24]","[24, 0, 5, 10, 15, 16, 17, 18, 19, 14, 9]","[24, 0, 1, 6, 11, 16, 21, 22, 23, 24]"
65.64,3,1,1,123,305,0,C8,24,0,0.6746020833333334,8,0,1,1.6010571330487715,2.2,8.0,4.0,1,0,0,0,1,1,0,7,1,3,0,0,1,8,1,0,1,1,0,4,1,2,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[0, 24, 19, 14, 9, 4, 3, 2, 1, 0]","[0, 24, 19, 24, 19, 24, 19, 24, 19, 24, 19]","[0, 24, 19, 18, 17, 16, 11, 6, 1, 2, 1]","[0, 24, 19, 18, 17, 16, 11, 6, 1, 2, 7]","[0, 24, 19, 14, 9, 8, 7, 6, 5, 0]","[0, 24, 23, 18, 13, 8, 7, 2, 1, 0]"
65.64,3,1,1,123,230,3,C8,24,0,0.50988125,8,0,1,2.2084475436881177,2.2,8.0,4.0,1,0,0,1,0,1,0,7,3,0,1,0,1,8,2,1,2,1,0,4,2,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[0, 24, 19, 14, 9, 4, 3, 2, 1, 0]","[0, 24, 19, 24, 19, 24, 19, 24, 19, 24, 19]","[0, 24, 19, 14, 13, 12, 11, 10, 15, 10, 11]","[0, 24, 19, 14, 13, 12, 11, 10, 5, 0]","[0, 24, 19, 14, 13, 8, 7, 6, 5, 6, 5]","[0, 24, 23, 18, 13, 8, 7, 2, 1, 0]"
65.6,3,2,1,123,220,11,C8,20,4,0.4881895833333333,8,0,1,1.921395733922719,3.0,5.0,4.0,0,0,1,0,1,1,1,7,0,7,0,0,1,5,1,1,1,1,1,4,0,4,0,0,"[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 6, 7, 6, 7, 8, 7, 6, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 4, 5, 6, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 10, 5, 0, 1, 2, 3, 8, 3]","[4, 20, 21, 16, 21, 16, 21, 20, 15, 10, 15]","[4, 20, 15, 10, 5, 6, 1, 2, 3, 4]","[4, 20, 15, 10, 11, 6, 7, 12, 17, 16, 15]","[4, 20, 15, 16, 17, 18, 13, 8, 3, 4]","[4, 20, 21, 22, 17, 12, 7, 2, 3, 4]"
65.4,4,1,0,321,305,2,C7,20,9,0.6771479166666666,7,0,1,1.9160185863971704,2.0,4.0,2.0,0,0,1,0,0,1,2,4,0,2,2,0,0,4,1,0,0,1,1,2,0,1,1,0,"[7, 6, 5, 4, 3, 4, 3, 2]","[7, 6, 7, 6, 5, 6, 5, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 4, 3, 2]","[7, 6, 5, 4, 3, 2, 1, 2]","[7, 6, 5, 4, 3, 2, 1, 0]","[9, 20, 21, 16, 11, 6, 1, 2, 3]","[9, 20, 21, 20, 21, 22, 21, 22, 23]","[9, 20, 15, 16, 11, 6, 7, 8, 9]","[9, 20, 21, 16, 11, 6, 1, 2, 3]","[9, 20, 21, 22, 23, 18, 13, 8, 3]","[9, 20, 21, 16, 11, 6, 7, 8, 9]"
65.36,3,2,0,321,235,26,C7,21,4,0.5238520833333333,7,0,1,2.1241744642853733,2.8,8.0,5.0,1,0,1,0,0,1,0,8,0,2,4,0,1,8,1,3,0,1,0,5,0,2,3,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 8, 7, 8, 7, 8, 7, 8, 7, 8]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 3, 4, 3, 2]","[7, 6, 5, 4, 3, 2, 3, 2, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[4, 21, 16, 11, 6, 1, 2, 3, 4]","[4, 21, 20, 21, 20, 21, 20, 21, 20, 21, 20]","[4, 21, 16, 11, 12, 13, 8, 9, 4]","[4, 21, 16, 11, 6, 1, 2, 7, 6, 1, 2]","[4, 21, 22, 23, 18, 13, 8, 7, 2, 1, 0]","[4, 21, 16, 11, 6, 1, 2, 3, 4]"
65.36,3,3,0,42,260,10,C7,3,20,0.5761291666666667,7,0,1,2.17665826433897,2.8,7.0,4.0,1,0,1,0,0,1,0,6,0,4,4,0,1,7,1,0,0,1,0,4,0,3,3,0,"[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 7, 6, 7, 6, 7, 6, 5, 6]","[7, 6, 5, 4, 3, 2, 1, 0]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 2, 3, 4]","[7, 6, 5, 4, 3, 2, 1, 0]","[20, 3, 2, 1, 0, 5, 10, 15, 20]","[20, 3, 8, 3, 8, 3, 8, 3, 8, 13, 8]","[20, 3, 8, 13, 12, 17, 16, 15, 20]","[20, 3, 2, 7, 6, 11, 16, 21, 22, 23, 18]","[20, 3, 2, 1, 6, 11, 16, 21, 22, 23, 18]","[20, 3, 8, 7, 6, 5, 10, 15, 20]"
65.12,3,2,0,321,335,5,C8,0,24,0.742725,8,0,1,3.5424349814355365,2.6,6.0,4.0,1,0,1,0,0,1,0,7,0,3,3,0,1,6,1,4,0,1,0,4,0,2,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 4, 3, 4, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[24, 0, 5, 6, 7, 12, 13, 18, 23, 24]","[24, 0, 5, 6, 5, 0, 1, 0, 1, 0, 1]","[24, 0, 1, 2, 7, 12, 17, 18, 19, 24]","[24, 0, 1, 2, 3, 4, 9, 4, 9, 4, 9]","[24, 0, 1, 6, 11, 16, 17, 18, 19, 14, 9]","[24, 0, 1, 2, 3, 8, 13, 18, 23, 24]"
65.12,3,1,0,42,260,15,C8,24,0,0.5761916666666667,8,0,1,4.435308719396589,2.6,8.0,4.0,1,0,0,1,0,1,0,7,3,0,3,0,1,8,2,1,0,1,0,4,2,0,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[0, 24, 19, 14, 9, 8, 7, 6, 5, 0]","[0, 24, 19, 24, 19, 24, 19, 24, 19, 24, 19]","[0, 24, 19, 14, 13, 12, 11, 6, 7, 6, 7]","[0, 24, 19, 14, 9, 8, 7, 6, 5, 0]","[0, 24, 19, 14, 13, 8, 7, 6, 5, 10, 15]","[0, 24, 19, 14, 13, 8, 7, 6, 5, 0]"
65.12,3,1,0,42,390,13,C8,4,20,0.8609791666666666,8,0,1,3.3134383748918763,2.6,8.0,4.0,0,0,1,1,0,1,3,7,0,0,3,0,0,8,1,1,0,1,2,4,0,0,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 8, 7, 8, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[20, 4, 3, 2, 1, 6, 11, 16, 21, 22, 23]","[20, 4, 9, 4, 9, 4, 9, 4, 9, 4, 9]","[20, 4, 3, 8, 13, 12, 11, 10, 15, 20]","[20, 4, 9, 8, 7, 6, 5, 10, 15, 20]","[20, 4, 3, 2, 1, 6, 11, 16, 21, 22, 17]","[20, 4, 9, 8, 7, 6, 11, 16, 21, 20]"
64.88,4,1,1,123,165,5,C6,4,16,0.3682166666666667,6,0,1,2.5940336994330075,2.4,4.0,3.0,0,0,0,1,0,1,3,5,1,0,3,0,0,4,0,1,0,1,2,3,1,0,2,0,"[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 5, 4, 3, 4, 5]","[6, 5, 4, 3, 2, 3, 2, 1]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 2, 3]","[6, 5, 4, 3, 2, 1, 0]","[16, 4, 3, 8, 7, 6, 11, 12, 13]","[16, 4, 3, 8, 3, 8, 13, 8, 3]","[16, 4, 9, 14, 19, 18, 23, 22, 21]","[16, 4, 3, 8, 13, 12, 17, 16]","[16, 4, 3, 2, 7, 12, 17, 22, 23]","[16, 4, 3, 2, 1, 6, 11, 16]"
64.88,4,1,0,321,335,21,C6,3,15,0.7429020833333333,6,0,1,3.366960946917533,2.4,5.0,3.0,0,0,1,0,0,1,2,6,0,2,2,0,0,5,1,0,0,1,1,3,0,1,1,0,"[6, 5, 4, 3, 4, 3, 2]","[6, 7, 6, 7, 6, 7, 6]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 2, 1, 0]","[15, 3, 8, 13, 18, 23, 22, 21]","[15, 3, 4, 3, 4, 3, 4, 3]","[15, 3, 2, 7, 12, 11, 16, 15]","[15, 3, 2, 1, 6, 11, 16, 21]","[15, 3, 2, 7, 12, 11, 16, 21]","[15, 3, 2, 7, 12, 17, 16, 15]"
64.88,4,1,0,42,310,6,C6,23,5,0.6857979166666667,6,0,1,2.6177831110358234,2.4,5.0,3.0,0,0,0,0,1,1,2,6,2,2,0,0,0,5,0,0,1,1,1,3,1,1,0,0,"[6, 5, 4, 3, 4, 3, 2]","[6, 5, 6, 5, 6, 5, 6]","[6, 5, 4, 3, 2, 1, 2]","[6, 5, 4, 3, 4, 3, 2]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 1, 0]","[5, 23, 18, 13, 8, 3, 2, 1]","[5, 23, 18, 23, 18, 23, 18, 23]","[5, 23, 18, 17, 16, 11, 6, 1]","[5, 23, 18, 13, 8, 3, 2, 1]","[5, 23, 18, 13, 8, 7, 6, 5]","[5, 23, 18, 13, 8, 7, 6, 5]"
64.64,3,1,1,123,145,12,C8,20,4,0.32450625,8,0,1,2.5202253548130376,2.2,7.0,4.0,1,0,0,1,0,1,0,7,3,0,1,0,1,7,0,1,2,1,0,4,2,0,1,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 8, 7, 6, 7, 8, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 15, 10, 11, 6, 1, 2, 3, 4]","[4, 20, 15, 20, 15, 10, 15, 20, 15, 20, 15]","[4, 20, 21, 16, 11, 6, 7, 8, 9, 14, 19]","[4, 20, 21, 16, 11, 6, 7, 2, 3, 4]","[4, 20, 15, 10, 11, 12, 13, 14, 13, 14, 9]","[4, 20, 21, 22, 17, 12, 7, 2, 3, 4]"
64.64,3,2,1,321,165,13,C8,20,4,0.3702708333333333,8,0,1,3.492504481382668,2.2,6.0,3.0,1,0,0,1,0,1,0,5,1,0,5,0,1,6,1,1,0,1,0,3,1,0,3,0,"[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 7, 8, 7, 8, 7, 6, 5]","[8, 7, 6, 5, 4, 5, 4, 3, 2, 1]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 3, 4, 5]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[4, 20, 21, 22, 17, 12, 7, 2, 3, 4]","[4, 20, 21, 22, 21, 20, 21, 20, 21, 22, 23]","[4, 20, 15, 10, 11, 12, 11, 6, 7, 2, 3]","[4, 20, 21, 16, 11, 12, 13, 8, 9, 4]","[4, 20, 15, 16, 11, 12, 13, 8, 7, 6, 5]","[4, 20, 21, 16, 17, 12, 7, 8, 3, 4]"
64.64,3,1,1,321,205,23,C8,4,20,0.4581770833333333,8,0,1,1.9732565972656,2.2,7.0,4.0,0,0,1,1,0,1,1,7,0,0,3,0,0,7,1,1,2,1,1,4,0,0,2,0,"[8, 7, 6, 5, 4, 3, 2, 1, 2, 1]","[8, 7, 8, 7, 8, 7, 6, 7, 8, 7]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[8, 7, 6, 5, 4, 3, 2, 3, 2, 3]","[8, 7, 6, 5, 4, 3, 2, 1, 0]","[20, 4, 9, 14, 19, 24, 23, 22, 21, 16, 15]","[20, 4, 3, 4, 3, 4, 3, 2, 3, 4, 3]","[20, 4, 9, 8, 13, 12, 17, 16, 21, 20]","[20, 4, 9, 8, 7, 12, 11, 16, 21, 20]","[20, 4, 9, 8, 7, 12, 17, 22, 17, 22, 23]","[20, 4, 9, 8, 7, 12, 17, 22, 21, 20]"
64.6,3,3,0,42,300,16,C6,8,20,0.6638416666666667,6,0,1,3.873221214562654,3.0,8.0,5.0,1,0,0,1,0,1,0,7,3,0,5,0,1,8,4,1,0,1,0,5,3,0,4,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 7, 6, 7, 6, 7, 6, 7, 6, 7]","[6, 5, 4, 3, 2, 3, 2, 3, 4, 3]","[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 2, 3, 2, 3, 4, 5]","[6, 5, 4, 3, 2, 1, 0]","[20, 8, 7, 6, 5, 10, 15, 20]","[20, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]","[20, 8, 7, 6, 11, 16, 11, 16, 11, 12, 11]","[20, 8, 7, 6, 11, 16, 21, 20]","[20, 8, 7, 6, 11, 16, 17, 22, 23, 24, 19]","[20, 8, 7, 6, 11, 10, 15, 20]"
64.44,4,1,3,123,130,6,C6,20,2,0.291375,6,0,1,3.1960811433196064,1.2,4.0,2.0,1,0,0,0,0,1,0,3,1,1,1,0,1,4,1,0,0,1,0,2,1,1,1,0,"[6, 5, 4, 3, 2, 1, 0]","[6, 5, 4, 3, 4, 5, 4, 3]","[6, 5, 4, 3, 2, 3, 2, 1]","[6, 5, 4, 3, 2, 1, 2, 1]","[6, 5, 4, 3, 2, 1, 2, 1]","[6, 5, 4, 3, 2, 1, 0]","[2, 20, 15, 10, 5, 0, 1, 2]","[2, 20, 15, 10, 5, 10, 15, 10, 5]","[2, 20, 15, 16, 11, 12, 13, 12, 7]","[2, 20, 15, 10, 5, 0, 1, 6, 7]","[2, 20, 15, 16, 17, 12, 7, 8, 3]","[2, 20, 21, 22, 17, 12, 7, 2]"
